2016-02-20 13:14:50 [27310] [INFO] Starting gunicorn 17.5
2016-02-20 13:14:50 [27310] [INFO] Listening at: http://127.0.0.1:8000 (27310)
2016-02-20 13:14:50 [27310] [INFO] Using worker: sync
2016-02-20 13:14:50 [27315] [INFO] Booting worker with pid: 27315
2016-02-20 13:17:50 [27315] [INFO] Worker exiting (pid: 27315)
2016-02-20 13:17:50 [27310] [INFO] Handling signal: term
2016-02-20 13:17:50 [27310] [INFO] Shutting down: Master
 * Running on http://0.0.0.0:5000/ (Press CTRL+C to quit)
70.51.158.161 - - [20/Feb/2016 15:52:17] "GET / HTTP/1.1" 200 -
70.51.158.161 - - [20/Feb/2016 15:53:42] "GET /jobs HTTP/1.1" 200 -
70.51.158.161 - - [20/Feb/2016 15:53:44] "GET / HTTP/1.1" 200 -
70.51.158.161 - - [20/Feb/2016 15:58:11] "GET /jobs HTTP/1.1" 200 -
70.51.158.161 - - [20/Feb/2016 15:58:43] "GET /jobs HTTP/1.1" 200 -
70.51.158.161 - - [20/Feb/2016 15:59:03] "GET /jobs HTTP/1.1" 200 -
70.51.158.161 - - [20/Feb/2016 15:59:36] "GET /jobs HTTP/1.1" 200 -
70.51.158.161 - - [20/Feb/2016 16:00:04] "GET /jobs HTTP/1.1" 200 -
70.51.158.161 - - [20/Feb/2016 16:01:21] "GET /jobs HTTP/1.1" 200 -
70.51.158.161 - - [20/Feb/2016 16:03:18] "GET /jobs HTTP/1.1" 200 -
70.51.158.161 - - [20/Feb/2016 16:11:20] "GET /config HTTP/1.1" 200 -
70.51.158.161 - - [20/Feb/2016 16:11:20] "GET /favicon.ico HTTP/1.1" 404 -
70.51.158.161 - - [20/Feb/2016 16:11:20] "GET /favicon.ico HTTP/1.1" 404 -
70.51.158.161 - - [20/Feb/2016 18:21:07] "GET /js/undefined HTTP/1.1" 500 -
70.51.158.161 - - [20/Feb/2016 18:35:10] "GET /jobs HTTP/1.1" 200 -
70.51.158.161 - - [20/Feb/2016 18:35:10] "GET /config/work_unit_manager HTTP/1.1" 200 -
70.51.158.161 - - [20/Feb/2016 18:35:11] "GET /jobs HTTP/1.1" 200 -
70.51.158.161 - - [20/Feb/2016 18:35:11] "GET /config/work_unit_manager HTTP/1.1" 200 -
70.51.158.161 - - [20/Feb/2016 18:36:05] "GET /js/undefined HTTP/1.1" 500 -
70.51.158.161 - - [20/Feb/2016 18:48:00] "GET /jobs HTTP/1.1" 200 -
70.51.158.161 - - [20/Feb/2016 18:48:01] "GET /config/work_unit_manager HTTP/1.1" 200 -
70.51.158.161 - - [20/Feb/2016 18:48:01] "GET /jobs HTTP/1.1" 200 -
70.51.158.161 - - [20/Feb/2016 18:48:01] "GET /config/work_unit_manager HTTP/1.1" 200 -
Traceback (most recent call last):
  File "main.py", line 45, in <module>
    app.run(debug=False, host='0.0.0.0')
  File "/usr/local/lib/python2.7/dist-packages/flask/app.py", line 772, in run
    run_simple(host, port, self, **options)
  File "/usr/local/lib/python2.7/dist-packages/werkzeug/serving.py", line 691, in run_simple
    inner()
  File "/usr/local/lib/python2.7/dist-packages/werkzeug/serving.py", line 653, in inner
    fd=fd)
  File "/usr/local/lib/python2.7/dist-packages/werkzeug/serving.py", line 547, in make_server
    passthrough_errors, ssl_context, fd=fd)
  File "/usr/local/lib/python2.7/dist-packages/werkzeug/serving.py", line 461, in __init__
    HTTPServer.__init__(self, (host, int(port)), handler)
  File "/usr/lib/python2.7/SocketServer.py", line 419, in __init__
    self.server_bind()
  File "/usr/lib/python2.7/BaseHTTPServer.py", line 108, in server_bind
    SocketServer.TCPServer.server_bind(self)
  File "/usr/lib/python2.7/SocketServer.py", line 430, in server_bind
    self.socket.bind(self.server_address)
  File "/usr/lib/python2.7/socket.py", line 224, in meth
    return getattr(self._sock,name)(*args)
socket.error: [Errno 98] Address already in use
70.51.158.161 - - [20/Feb/2016 18:54:39] "GET / HTTP/1.1" 200 -
70.51.158.161 - - [20/Feb/2016 18:54:39] "GET /favicon.ico HTTP/1.1" 404 -
70.51.158.161 - - [20/Feb/2016 18:54:39] "GET /favicon.ico HTTP/1.1" 404 -
70.51.158.161 - - [20/Feb/2016 19:00:55] "GET /js/undefined HTTP/1.1" 500 -
70.51.158.161 - - [20/Feb/2016 19:15:38] "GET /jobs HTTP/1.1" 200 -
70.51.158.161 - - [20/Feb/2016 19:15:38] "GET /config/work_unit_manager HTTP/1.1" 200 -
70.51.158.161 - - [20/Feb/2016 19:15:38] "GET /jobs HTTP/1.1" 200 -
70.51.158.161 - - [20/Feb/2016 19:15:38] "GET /config/work_unit_manager HTTP/1.1" 200 -
70.51.158.161 - - [20/Feb/2016 19:16:32] "GET /js/undefined HTTP/1.1" 500 -
